player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Sean Longstaff,a,,,4.9,1,2.3,2.3,4
Lewis Miley,i,0.0,0.0,5.0,0,0.0,0.0,4
Odysseas Vlachodimos,a,,,4.4,0,0.5,0.5,4
Nick Pope,a,,,5.0,3,5.3,5.3,4
John Ruddy,a,,,4.0,0,0.5,0.5,4
Fabian Schär,a,100.0,100.0,5.4,8,2.0,2.0,4
Matt Targett,a,100.0,100.0,4.0,0,0.5,0.5,4
Sandro Tonali,a,100.0,100.0,5.5,1,1.0,1.0,4
Kieran Trippier,a,,,5.8,1,1.0,1.0,4
Joe White,u,0.0,0.0,4.5,0,0.0,0.0,4
Joe Willock,a,100.0,50.0,4.8,4,1.7,0.8,4
Callum Wilson,i,0.0,0.0,6.9,0,0.0,0.0,4
Miodrag Pivaš,u,0.0,0.0,4.0,0,0.0,0.0,4
William Osula,a,,,5.0,0,0.5,0.5,4
Álex Moreno Lopera,a,,,4.4,6,1.5,1.0,4
Ola Aina,a,100.0,100.0,4.4,8,5.0,4.5,4
Elliot Anderson,a,,,5.0,3,3.2,2.7,4
Taiwo Awoniyi,a,,,5.8,0,0.8,0.3,4
Willy Boly,d,75.0,75.0,4.5,0,0.6,0.2,4
Josh Bowler,u,0.0,0.0,4.5,0,0.0,0.0,4
Carlos Miguel dos Santos Pereira,a,,,4.3,0,0.0,-0.5,4
Eric da Silva Moreira,a,,,4.5,0,0.0,-0.5,4
Danilo dos Santos de Oliveira,i,0.0,0.0,4.8,0,0.0,0.0,4
Emmanuel Dennis,a,,,4.9,0,0.0,-0.5,4
Nicolás Domínguez,a,,,4.9,1,0.5,0.0,4
Anthony Elanga,a,100.0,100.0,5.3,3,2.2,1.7,4
Morgan Gibbs-White,a,,,6.5,3,4.0,3.5,4
Callum Hudson-Odoi,a,,,5.4,7,3.8,3.3,4
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,4
Murillo Santiago Costa dos Santos,a,,,4.5,6,4.2,3.7,4
Neco Williams,a,,,4.5,1,2.5,2.0,4
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,4
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,4
Andrew Omobamidele,a,,,4.4,0,0.0,-0.5,4
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,4
Ibrahim Sangaré,d,75.0,75.0,4.5,0,0.8,0.4,4
Matz Sels,a,,,4.5,9,5.0,4.5,4
Harry Toffolo,a,,,4.4,0,0.2,-0.3,4
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,4
Chris Wood,a,,,6.1,2,5.2,4.7,4
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,4
Ryan Yates,a,100.0,100.0,5.0,2,2.8,2.3,4
James Ward-Prowse,a,,,6.3,3,1.0,0.5,4
Nikola Milenković,a,,,4.5,6,3.5,3.0,4
João Pedro Ferreira Silva,a,,,6.0,1,0.8,0.3,4
Ramón Sosa,a,,,5.5,0,0.3,-0.2,4
Felipe Rodrigues da Silva,a,,,4.5,1,2.0,1.5,4
Aaron Ramsdale,a,,,4.4,3,1.2,0.7,4
Cameron Archer,a,,,5.0,0,0.8,0.3,4
Lesley Ugochukwu,a,,,4.5,2,0.5,0.0,4
Ryan Fraser,a,,,4.9,1,0.2,-0.3,4
Carlos Alcaraz Durán,u,0.0,0.0,4.9,0,0.0,0.0,4
Samuel Amo-Ameyaw,a,,,4.5,0,0.2,-0.3,4
Joe Aribo,a,,,5.0,0,1.5,1.0,4
Adam Armstrong,a,,,5.4,0,1.0,0.5,4
Gavin Bazunu,i,0.0,0.0,4.4,0,0.0,0.0,4
Jan Bednarek,a,,,4.0,1,1.2,0.7,4
Armel Bella-Kotchap,a,,,4.0,0,0.0,-0.5,4
James Bree,a,,,4.0,0,0.0,-0.5,4
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,4
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,4
Ronnie Edwards,a,,,4.0,0,0.0,-0.5,4
Taylor Harwood-Bellis,a,,,4.0,1,1.0,0.5,4
Kamaldeen Sulemana,i,0.0,0.0,5.0,0,0.0,0.0,4
Adam Lallana,a,100.0,100.0,5.0,1,1.2,0.7,4
Juan Larios López,a,100.0,100.0,4.0,0,0.0,-0.5,4
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,4
Joe Lumley,a,,,4.0,0,0.0,-0.5,4
Ryan Manning,a,,,4.4,0,0.0,-0.5,4
Sékou Mara,u,0.0,0.0,5.0,0,0.0,0.0,4
Alex McCarthy,a,,,4.5,0,1.5,1.0,4
Will Smallbone,d,75.0,,5.0,0,0.9,0.7,4
Jack Stephens,s,0.0,,4.0,-2,0.0,0.0,4
Ross Stewart,a,100.0,75.0,4.5,1,0.2,-0.2,4
Sugawara Yukinari,a,,,4.5,1,2.8,2.3,4
Charlie Taylor,a,,,4.0,0,0.2,-0.3,4
Kyle Walker-Peters,a,,,4.5,1,1.5,1.0,4
Nathan Wood-Gordon,a,,,4.0,0,0.0,-0.5,4
Maxwel Cornet,a,,,4.9,0,0.0,-0.5,4
Flynn Downes,a,,,4.9,2,1.8,1.3,4
Ben Brereton Díaz,a,,,5.4,2,1.8,1.3,4
Tyler Dibling,a,,,4.5,2,1.2,0.7,4
Mateus Gonçalo Espanha Fernandes,a,,,5.0,2,1.3,0.8,4
Dominic Solanke-Mitchell,a,100.0,100.0,7.5,2,1.0,0.0,4
Ashley Phillips,u,0.0,0.0,4.0,0,0.0,0.0,4
Brandon Austin,a,,,4.0,0,0.0,-1.0,4
Rodrigo Bentancur,a,100.0,100.0,5.0,1,0.5,-0.5,4
Lucas Bergvall,a,,,4.5,0,0.8,-0.2,4
Yves Bissouma,d,75.0,75.0,5.0,0,1.9,1.1,4
Bryan Gil Salvatierra,u,0.0,0.0,5.0,0,0.0,0.0,4
Ben Davies,a,,,4.4,0,0.0,-1.0,4
Alfie Devine,u,0.0,0.0,4.5,0,0.0,0.0,4
Radu Drăgușin,a,,,4.4,0,0.2,-0.8,4
Emerson Leite de Souza Junior,u,0.0,0.0,4.5,0,0.0,0.0,4
Fraser Forster,a,,,4.4,0,0.0,-1.0,4
Archie Gray,a,,,4.9,0,0.5,-0.5,4
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,4
Brennan Johnson,a,,,6.4,2,2.8,1.8,4
Dejan Kulusevski,a,,,6.3,1,2.5,1.5,4
Giovani Lo Celso,u,0.0,0.0,4.9,0,0.0,0.0,4
James Maddison,a,,,7.5,2,3.5,2.5,4
Pedro Porro,a,100.0,100.0,5.5,2,4.5,3.5,4
Sergio Reguilón,a,,,4.4,0,0.0,-1.0,4
Richarlison de Andrade,i,0.0,0.0,6.9,0,0.0,0.0,4
Cristian Romero,a,,,5.1,2,4.8,3.8,4
Pape Matar Sarr,a,,,4.9,1,1.0,0.0,4
Dane Scarlett,u,0.0,0.0,4.5,0,0.0,0.0,4
Manor Solomon,u,0.0,0.0,5.4,0,0.0,0.0,4
Son Heung-min,a,,,10.0,2,5.8,4.8,4
Djed Spence,a,,,4.4,0,0.5,-0.5,4
Destiny Udogie,a,,,5.0,1,2.5,1.5,4
Micky van de Ven,a,100.0,100.0,4.5,1,3.0,2.0,4
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,4
Guglielmo Vicario,a,,,5.0,2,2.8,1.8,4
Timo Werner,a,,,6.3,1,0.8,-0.2,4
Alfie Whiteman,a,,,4.0,0,0.0,-1.0,4
Will Lankshear,i,0.0,0.0,4.5,0,0.0,0.0,4
Mikey Moore,a,100.0,100.0,4.5,0,0.0,-1.0,4
Wilson Odobert,a,,,5.5,1,1.5,0.5,4
Aaron Wan-Bissaka,a,,,4.5,2,1.0,1.0,4
Edson Álvarez Velázquez,a,100.0,100.0,5.0,1,1.0,1.0,4
Michail Antonio,a,,,5.5,1,1.8,1.8,4
Alphonse Areola,a,100.0,100.0,4.5,3,2.8,2.8,4
Jarrod Bowen,a,,,7.5,5,5.0,5.0,4
Vladimír Coufal,a,,,4.5,1,2.2,2.2,4
Aaron Cresswell,a,100.0,25.0,4.0,0,0.2,0.1,4
George Earthy,u,0.0,0.0,4.5,0,0.0,0.0,4
Emerson Palmieri dos Santos,d,75.0,,4.5,1,1.5,2.0,4
Łukasz Fabiański,a,,,4.0,0,0.2,0.2,4
Wes Foderingham,a,,,4.5,0,0.0,0.0,4
Danny Ings,a,,,5.0,8,2.2,2.2,4
Max Kilman,a,,,4.5,2,3.8,3.8,4
Mohammed Kudus,a,,,6.4,2,2.2,2.2,4
Luis Guilherme Lira dos Santos,a,,,4.9,0,0.0,0.0,4
Lucas Tolentino Coelho de Lima,a,,,6.0,1,3.0,3.0,4
Konstantinos Mavropanos,a,,,4.5,2,3.0,3.0,4
Nayef Aguerd,u,0.0,0.0,4.4,0,0.0,0.0,4
Tomáš Souček,a,,,5.0,1,3.8,3.8,4
Kurt Zouma,u,0.0,0.0,4.4,0,0.0,0.0,4
Andy Irving,a,,,4.9,0,0.0,0.0,4
Crysencio Summerville,a,,,5.8,1,0.8,0.8,4
Guido Rodríguez,a,,,5.0,1,1.8,1.8,4
Niclas Füllkrug,d,50.0,50.0,6.8,0,0.4,0.4,4
Jean-Clair Todibo,a,,,4.4,0,0.5,0.5,4
Kaelan Casey,a,,,4.0,0,0.0,0.0,4
Carlos Soler,a,,,5.0,0,1.6,1.6,4
Sam Johnstone,a,,,4.4,2,1.2,0.7,4
Rayan Aït-Nouri,d,75.0,75.0,4.5,0,0.8,0.4,4
Boubacar Traoré,i,0.0,0.0,4.9,0,0.0,0.0,4
Jean-Ricner Bellegarde,a,,,5.0,3,3.0,2.5,4
Daniel Bentley,a,,,4.0,0,0.0,-0.5,4
Francisco Jorge Tomás Oliveira,u,0.0,0.0,4.5,0,0.0,0.0,4
Tawanda Chirewa,u,0.0,0.0,4.5,0,0.0,0.0,4
Leon Chiwome,a,100.0,100.0,4.5,0,0.0,-0.5,4
Luke Cundle,a,,,4.5,0,0.0,-0.5,4
Matheus Santos Carneiro Da Cunha,a,,,6.5,2,2.8,2.3,4
Craig Dawson,a,,,4.5,1,1.2,0.7,4
Matt Doherty,a,,,4.5,1,0.5,0.0,4
Tommy Doyle,a,,,4.9,1,0.8,0.3,4
Fábio Silva,u,0.0,0.0,5.0,0,0.0,0.0,4
Nathan Fraser,u,0.0,0.0,4.5,0,0.0,0.0,4
Enso González,i,0.0,0.0,4.5,0,0.0,0.0,4
Gonçalo Manuel Ganchinho Guedes,a,,,5.4,1,0.5,0.0,4
Hugo Bueno López,u,0.0,0.0,4.5,0,0.0,0.0,4
Hwang Hee-chan,a,,,6.3,1,1.2,0.7,4
Joe Hodge,u,0.0,0.0,4.5,0,0.0,0.0,4
Ki-Jana Hoever,u,0.0,0.0,4.0,0,0.0,0.0,4
João Victor Gomes da Silva,a,,,4.9,2,1.2,0.7,4
José Malheiro de Sá,a,,,4.5,0,0.2,-0.3,4
Saša Kalajdžić,i,0.0,0.0,4.9,0,0.0,0.0,4
Tom King,a,,,4.0,0,0.0,-0.5,4
Mario Lemina,a,100.0,75.0,5.0,10,4.8,3.2,4
Yerson Mosquera,a,100.0,75.0,4.0,1,0.5,0.0,4
Nélson Cabral Semedo,a,100.0,100.0,4.5,1,0.8,0.3,4
Pedro Cardoso de Lima,a,,,4.0,0,0.0,-0.5,4
Daniel Castelo Podence,u,0.0,0.0,5.5,0,0.0,0.0,4
Rodrigo Martins Gomes,a,,,5.4,0,0.8,0.3,4
Santiago Bueno,a,,,4.4,0,0.0,-0.5,4
Pablo Sarabia,a,,,5.3,0,0.5,0.0,4
Jørgen Strand Larsen,a,,,5.5,5,3.8,3.3,4
Toti António Gomes,d,75.0,,4.4,0,0.6,0.3,4
Bastien Meupiyou,i,0.0,,4.0,0,0.0,-0.5,4
André Trindade da Costa Neto,a,,,5.0,1,1.0,0.5,4
Carlos Roberto Forbs Borges,a,,,5.5,1,2.0,1.5,4
Fábio Ferreira Vieira,u,0.0,0.0,5.4,0,0.0,0.0,3
Gabriel Fernando de Jesus,d,50.0,0.0,6.8,0,0.5,0.0,3
Gabriel dos Santos Magalhães,a,,,6.0,2,5.7,5.7,3
Kai Havertz,a,,,8.1,8,8.3,8.3,3
Karl Hein,u,0.0,0.0,4.0,0,0.0,0.0,3
Jurriën Timber,a,,,5.5,1,3.7,3.7,3
Jorge Luiz Frello Filho,a,,,4.9,0,1.0,1.0,3
Jakub Kiwior,a,,,4.9,0,1.0,1.0,3
Gabriel Martinelli Silva,a,,,6.9,1,3.3,3.3,3
Ethan Nwaneri,a,,,4.5,0,1.0,1.0,3
Martin Ødegaard,a,,,8.4,2,3.3,3.3,3
David Raya Martin,a,,,5.5,2,7.7,7.7,3
Declan Rice,s,0.0,,6.4,-2,0.0,2.0,3
Bukayo Saka,a,,,10.1,6,9.0,9.0,3
William Saliba,a,,,6.0,2,5.7,5.7,3
Thomas Partey,a,,,5.0,1,6.0,6.0,3
Kieran Tierney,i,0.0,0.0,4.4,0,0.0,0.0,3
Tomiyasu Takehiro,i,0.0,0.0,4.9,0,0.0,0.0,3
Leandro Trossard,a,,,6.9,1,4.0,4.0,3
Benjamin White,a,,,6.5,2,5.7,5.7,3
Oleksandr Zinchenko,a,,,5.0,1,3.3,3.3,3
Norberto Murara Neto,a,,,4.5,0,3.3,3.3,3
Raheem Sterling,a,,,6.8,0,1.0,1.0,3
Riccardo Calafiori,a,,,5.8,1,1.7,1.7,3
Myles Lewis-Skelly,a,,,4.5,0,1.0,1.0,3
Mikel Merino,i,0.0,0.0,6.0,0,0.0,0.0,3
Salah-Eddine Oulad M'hand,a,,,4.5,0,2.1,2.1,3
Tommy Setford,a,,,4.5,0,3.2,3.2,3
Tariq Lamptey,a,100.0,100.0,4.5,0,0.5,-1.0,3
Leon Bailey,d,50.0,,6.4,1,0.7,1.8,3
Ross Barkley,a,,,5.3,1,0.7,1.2,3
Enzo Barrenechea,u,0.0,0.0,4.9,0,0.0,0.0,3
Emiliano Buendía Stati,a,,,5.4,0,0.0,0.5,3
Matty Cash,i,0.0,0.0,4.4,0,0.0,0.0,3
Leander Dendoncker,u,0.0,,4.5,0,0.0,0.5,3
Moussa Diaby,u,0.0,0.0,6.5,0,0.0,0.0,3
Diego Carlos Santos Silva,d,50.0,0.0,4.5,0,0.0,0.0,3
Lucas Digne,a,,,4.5,7,3.7,4.2,3
Lewis Dobbin,u,0.0,0.0,5.0,0,0.0,0.0,3
Jhon Durán,a,,,6.0,7,4.7,5.2,3
Joe Gauci,a,,,4.0,0,0.0,0.5,3
Kortney Hause,a,,,4.0,0,0.0,0.5,3
Samuel Iling-Junior,u,0.0,0.0,5.4,0,0.0,0.0,3
Boubacar Kamara,d,50.0,0.0,5.0,0,0.0,0.0,3
Kaine Kesler-Hayden,u,0.0,0.0,4.0,0,0.0,0.0,3
Ezri Konsa Ngoyo,a,,,4.5,2,1.7,2.2,3
Ian Maatsen,a,,,4.9,1,1.0,1.5,3
Filip Marschall,u,0.0,0.0,4.0,0,0.0,0.0,3
Emiliano Martínez Romero,a,,,5.0,2,2.0,2.5,3
John McGinn,a,,,5.5,1,2.0,2.5,3
Tyrone Mings,d,50.0,0.0,4.4,0,0.0,0.0,3
Kosta Nedeljković,a,,,4.0,1,1.0,1.5,3
Robin Olsen,a,100.0,100.0,4.5,0,0.0,0.5,3
Pau Torres,a,,,4.5,2,1.7,2.2,3
Jacob Ramsey,a,,,5.5,2,2.3,2.8,3
Morgan Rogers,a,,,5.1,2,2.0,2.5,3
Viljami Sinisalo,u,0.0,0.0,4.0,0,0.0,0.0,3
Lino da Cruz Sousa,u,0.0,0.0,4.0,0,0.0,0.0,3
Youri Tielemans,a,,,5.5,1,3.3,3.8,3
Ollie Watkins,d,75.0,,8.9,5,2.2,3.5,3
Amadou Onana,a,,,5.1,9,6.7,7.2,3
Jaden Philogene,d,75.0,,5.4,0,0.0,0.5,3
Lamare Bogarde,a,,,4.0,1,0.3,0.8,3
Sil Swinkels,a,,,4.0,0,1.0,1.5,3
Oliwier Zych,a,,,4.0,0,1.0,1.5,3
Max Aarons,a,,,4.5,0,0.0,0.0,3
Tyler Adams,i,0.0,0.0,5.0,0,0.0,0.0,3
Jaidon Anthony,u,0.0,0.0,4.5,0,0.0,0.0,3
David Brooks,d,50.0,0.0,4.9,0,0.0,0.0,3
Ryan Christie,a,,,4.9,2,1.7,1.7,3
Lewis Cook,a,,,5.0,7,3.3,3.3,3
Enes Ünal,d,50.0,0.0,5.4,0,0.0,0.0,3
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,3
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,3
James Hill,a,,,4.0,0,0.0,0.0,3
Daniel Jebbison,u,0.0,0.0,4.5,0,0.0,0.0,3
Milos Kerkez,a,,,4.5,1,1.3,1.3,3
Justin Kluivert,a,,,5.4,5,2.7,2.7,3
Chris Mepham,u,0.0,,4.4,0,0.0,0.0,3
Dango Ouattara,a,,,5.0,4,2.3,2.3,3
Alex Paulsen,u,0.0,0.0,4.0,0,0.0,0.0,3
Philip Billing,d,75.0,75.0,4.9,0,0.2,0.2,3
Alex Scott,a,,,5.0,1,1.3,1.3,3
Antoine Semenyo,a,,,5.6,6,6.3,6.3,3
Marcos Senesi,a,,,4.9,1,0.7,0.7,3
Luis Sinisterra,a,,,5.0,11,4.7,4.7,3
Adam Smith,a,,,4.5,1,1.3,1.3,3
Marcus Tavernier,a,,,5.5,2,4.3,4.3,3
Mark Travers,a,,,4.5,0,0.0,0.0,3
Illia Zabarnyi,a,,,4.5,1,1.7,1.7,3
Kepa Arrizabalaga,n,0.0,,4.5,3,0.0,1.0,3
Dean Huijsen,a,,,4.5,1,1.0,1.0,3
Julián Araujo Zúñiga,a,,,4.5,1,1.3,1.3,3
Francisco Evanilson de Lima Barbosa,a,,,6.0,2,2.0,2.0,3
Kristoffer Ajer,d,75.0,,4.5,1,0.2,1.8,3
Ethan Brierley,a,,,4.5,0,-1.0,0.5,3
Nathan Collins,a,,,4.5,5,3.0,4.5,3
Mikkel Damsgaard,a,,,5.0,3,0.7,2.2,3
Josh Dasilva,i,0.0,0.0,4.9,0,0.0,0.0,3
Mark Flekken,a,,,4.5,3,2.3,3.8,3
Rico Henry,d,25.0,25.0,4.4,0,-0.2,0.1,3
Aaron Hickey,i,0.0,0.0,4.4,0,0.0,0.0,3
Vitaly Janelt,a,,,4.9,3,1.3,2.8,3
Mathias Jensen,a,,,5.5,6,2.0,3.5,3
Kim Ji-soo,a,,,4.0,0,-1.0,0.5,3
Yunus Emre Konak,a,,,4.5,0,-1.0,0.5,3
Keane Lewis-Potter,a,,,5.0,1,0.3,1.8,3
Bryan Mbeumo,a,,,7.1,14,7.0,8.5,3
Ben Mee,a,,,4.4,0,-0.7,0.8,3
Christian Nørgaard,a,,,5.0,2,0.7,2.2,3
Frank Onyeka,u,0.0,0.0,4.9,0,0.0,0.0,3
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,3
Ethan Pinnock,a,,,4.5,1,-0.3,1.2,3
Mads Roerslev Rasmussen,a,,,4.5,1,0.3,1.8,3
Kevin Schade,a,,,5.5,6,2.0,3.5,3
Igor Thiago Nascimento Rodrigues,i,0.0,0.0,5.9,0,0.0,0.0,3
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,3
Hákon Valdimarsson,a,,,4.0,0,-1.0,0.5,3
Yoane Wissa,a,,,6.1,8,6.0,7.5,3
Yehor Yarmoliuk,a,,,4.5,0,-1.0,0.5,3
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,3
Fábio Freitas Gouveia Carvalho,a,,,4.9,1,0.0,1.5,3
Sepp van den Berg,a,,,4.0,1,-0.7,0.8,3
Ryan Trevitt,a,,,4.5,0,-1.0,0.5,3
Gustavo Nunes Fernandes Gomes,a,,,5.0,0,0.6,2.1,3
Jayden Meghoma,a,,,4.0,0,0.0,1.5,3
Simon Adingra,a,,,5.5,1,4.2,2.7,3
Benicio Baker-Boaitey,u,0.0,0.0,4.5,0,0.0,0.0,3
Carlos Baleba,a,,,5.0,2,1.5,0.0,3
Valentín Barco,u,0.0,0.0,4.0,0,0.0,0.0,3
Amario Cozier-Duberry,u,0.0,0.0,4.5,0,0.0,0.0,3
Mahmoud Dahoud,u,0.0,0.0,4.9,0,0.0,0.0,3
Lewis Dunk,a,,,4.5,2,3.8,2.3,3
Julio Enciso,a,100.0,100.0,5.4,1,1.2,-0.3,3
Pervis Estupiñán,a,100.0,100.0,5.0,1,0.8,-0.7,3
Evan Ferguson,a,100.0,100.0,5.5,0,0.5,-1.0,3
Billy Gilmour,u,0.0,0.0,5.0,0,0.0,0.0,3
Pascal Groß,u,0.0,0.0,6.5,0,0.0,0.0,3
Jack Hinshelwood,a,,,5.0,2,2.8,1.3,3
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,3
Igor Julio dos Santos de Paulo,a,,,4.4,0,0.5,-1.0,3
João Pedro Junqueira de Jesus,a,,,5.7,8,6.5,5.0,3
Kacper Kozłowski,u,0.0,0.0,4.5,0,0.0,0.0,3
Solly March,d,50.0,0.0,6.5,0,0.2,0.0,3
Adrian Mazilu,u,0.0,0.0,4.5,0,0.0,0.0,3
James Milner,d,75.0,,5.0,1,1.7,0.7,3
Yankuba Minteh,a,100.0,100.0,5.5,4,3.8,2.3,3
Mitoma Kaoru,a,,,6.6,2,5.8,4.3,3
Jakub Moder,a,,,4.5,0,0.5,-1.0,3
Mark O’Mahony,u,0.0,0.0,4.5,0,0.0,0.0,3
Odeluga Offiah,u,0.0,0.0,4.0,0,0.0,0.0,3
Cameron Peupion,a,,,4.5,0,0.5,-1.0,3
Jeremy Sarmiento Morante,u,0.0,0.0,4.9,0,0.0,0.0,3
Jason Steele,a,,,4.5,0,3.5,2.0,3
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,3
Jan Paul van Hecke,a,,,4.5,2,3.5,2.0,3
Joël Veltman,d,75.0,,4.5,2,3.4,3.0,3
Bart Verbruggen,a,100.0,100.0,4.5,4,1.8,0.3,3
Adam Webster,a,,,4.5,0,0.8,-0.7,3
Danny Welbeck,a,,,5.7,2,8.2,6.7,3
Mats Wieffer,d,50.0,50.0,5.0,0,1.2,0.5,3
Brajan Gruda,d,50.0,50.0,5.5,0,0.2,-0.5,3
Yasin Ayari,a,,,5.0,2,1.8,0.3,3
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,3
Carl Rushworth,u,0.0,0.0,4.0,0,0.0,0.0,3
Georginio Rutter,a,,,5.5,1,1.5,0.0,3
Ferdi Kadioglu,a,,,4.5,0,2.5,1.0,3
Matt O'Riley,i,0.0,0.0,5.5,0,0.0,0.0,3
Andrey Nascimento dos Santos,u,0.0,0.0,4.5,0,0.0,0.0,3
Ângelo Gabriel Borges Damaceno,u,0.0,,4.5,0,0.0,0.0,3
Benoît Badiashile,a,,,4.5,0,0.0,0.0,3
Lucas Bergström,a,,,4.0,0,0.0,0.0,3
Marcus Bettinelli,a,,,4.0,0,0.0,0.0,3
Moisés Caicedo Corozo,a,,,5.0,2,1.7,1.7,3
Cesare Casadei,a,,,4.5,0,0.0,0.0,3
Ben Chilwell,a,,,4.9,0,0.0,0.0,3
Carney Chukwuemeka,a,,,4.9,0,0.0,0.0,3
Levi Colwill,a,,,4.5,2,1.3,1.3,3
Marc Cucurella Saseta,a,,,5.0,2,1.3,1.3,3
David Datro Fofana,a,,,5.4,0,0.0,0.0,3
Deivid Washington de Souza Eugênio,a,,,5.0,0,0.0,0.0,3
Kiernan Dewsbury-Hall,a,,,5.9,0,0.7,0.7,3
Axel Disasi,a,,,4.4,0,0.0,0.0,3
Enzo Fernández,a,,,5.0,2,2.0,2.0,3
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,3
Alfie Gilchrist,u,0.0,0.0,4.0,0,0.0,0.0,3
Malo Gusto,d,75.0,,5.0,2,0.8,1.0,3
Reece James,d,50.0,0.0,5.0,0,0.0,0.0,3
Omari Kellyman,a,,,4.5,0,0.0,0.0,3
Roméo Lavia,d,50.0,0.0,4.5,0,0.3,0.0,3
Romelu Lukaku Bolingoli,u,0.0,0.0,6.3,0,0.0,0.0,3
Malang Sarr,u,0.0,0.0,4.5,0,0.0,0.0,3
Noni Madueke,a,,,6.6,2,7.3,7.3,3
Marc Guiu Paz,a,,,5.0,0,0.3,0.3,3
Mykhailo Mudryk,a,,,6.4,1,0.7,0.7,3
Nicolas Jackson,a,,,7.6,6,6.0,6.0,3
Christopher Nkunku,a,,,6.2,1,1.0,1.0,3
Cole Palmer,d,75.0,,10.6,6,6.2,8.3,3
Đorđe Petrović,u,0.0,0.0,4.4,0,0.0,0.0,3
Renato Palma Veiga,a,,,4.5,0,0.7,0.7,3
Robert Sánchez,a,,,4.5,2,1.7,1.7,3
Tosin Adarabioyo,a,,,4.4,0,0.0,0.0,3
Wesley Fofana,a,,,4.5,1,1.0,1.0,3
Jadon Sancho,a,,,6.3,0,0.0,0.0,3
Pedro Lomba Neto,a,,,6.5,0,1.7,1.7,3
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,3
Filip Jørgensen,a,,,4.4,0,0.0,0.0,3
João Félix Sequeira,a,,,6.5,1,3.5,3.5,3
Eddie Nketiah,a,,,5.9,0,0.5,0.0,3
Trevoh Chalobah,a,,,4.4,0,0.5,0.0,3
Naouirou Ahamada,u,0.0,0.0,4.5,0,0.0,0.0,3
Cheick Doucouré,a,,,4.9,4,2.2,1.7,3
Chris Richards,a,,,4.5,2,1.5,1.0,3
Chadi Riad Dnanou,i,0.0,0.0,4.4,0,0.0,0.0,3
Nathaniel Clyne,a,,,4.4,2,1.2,0.7,3
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,3
Eberechi Eze,a,,,6.9,10,5.2,4.7,3
Marc Guéhi,a,,,4.5,2,1.5,1.0,3
Dean Henderson,a,,,4.5,4,2.8,2.3,3
Rob Holding,a,,,4.4,0,0.5,0.0,3
Will Hughes,a,100.0,100.0,4.9,0,1.2,0.7,3
Daichi Kamada,a,,,5.4,2,1.8,1.3,3
Jefferson Lerma Solís,d,75.0,,4.9,0,1.1,1.0,3
Jean-Philippe Mateta,a,,,7.4,2,2.2,1.7,3
Matheus França de Oliveira,i,0.0,0.0,4.4,0,0.0,0.0,3
Remi Matthews,a,,,4.0,0,0.5,0.0,3
Tyrick Mitchell,a,,,4.9,2,1.8,1.3,3
Daniel Muñoz,a,,,5.0,1,2.5,2.0,3
David Ozoh,u,0.0,0.0,4.5,0,0.0,0.0,3
Jesurun Rak-Sakyi,u,0.0,0.0,4.5,0,0.0,0.0,3
Jeffrey Schlupp,a,,,4.9,1,1.2,0.7,3
Joel Ward,a,,,4.4,0,0.5,0.0,3
Adam Wharton,d,75.0,,5.0,2,1.9,2.0,3
Matt Turner,a,,,4.0,0,0.5,0.0,3
Ismaïla Sarr,a,,,5.9,1,1.5,1.0,3
Franco Umeh-Chibueze,a,,,4.5,0,1.6,1.1,3
Justin Devenny,a,,,4.5,0,1.6,1.1,3
Asher Agbinone,a,,,4.5,0,1.6,1.1,3
Kaden Rodney,a,,,4.5,0,1.6,1.1,3
Maxence Lacroix,a,,,4.5,0,2.5,2.0,3
Armando Broja,a,,,5.5,0,0.0,0.0,3
Abdoulaye Doucouré,a,,,5.4,1,1.3,1.3,3
Norberto Bercique Gomes Betuncal,a,,,5.0,1,1.0,1.0,3
Jarrad Branthwaite,i,0.0,0.0,4.9,0,0.0,0.0,3
Dominic Calvert-Lewin,a,,,5.9,12,5.3,5.3,3
