name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw,position,team,xP,minutes,starts,total_points,value
Daniel Jebbison,a,100.0,100.0,4.5,1,0.0,0.5,23,FWD,Bournemouth,0.5,2,0,1,45
Milos Kerkez,a,100.0,100.0,4.9,6,6.0,6.5,23,DEF,Bournemouth,6.5,90,1,6,48
Justin Kluivert,a,100.0,100.0,5.8,13,11.0,11.5,23,MID,Bournemouth,11.5,87,1,13,56
Chris Mepham,u,0.0,0.0,4.4,0,0.0,0.0,23,DEF,Bournemouth,0.0,0,0,0,44
Dango Ouattara,a,100.0,100.0,5.0,21,7.0,7.5,23,MID,Bournemouth,7.5,90,1,21,50
Alex Paulsen,u,0.0,0.0,4.0,0,0.0,0.0,23,GK,Bournemouth,0.0,0,0,0,40
Philip Billing,u,0.0,0.0,4.8,0,0.0,0.0,23,MID,Bournemouth,0.0,0,0,0,48
Alex Scott,i,0.0,0.0,4.7,0,0.0,0.0,23,MID,Bournemouth,0.0,0,0,0,47
Antoine Semenyo,a,100.0,100.0,5.6,9,6.7,7.2,23,MID,Bournemouth,7.2,90,1,9,56
Marcos Senesi,i,0.0,0.0,4.6,0,0.0,0.0,23,DEF,Bournemouth,0.0,0,0,0,46
Luis Sinisterra,d,50.0,0.0,4.8,0,-0.2,0.0,23,MID,Bournemouth,0.0,0,0,0,48
Adam Smith,i,0.0,0.0,4.4,0,0.0,0.0,23,DEF,Bournemouth,0.0,0,0,0,44
Marcus Tavernier,a,100.0,50.0,5.4,7,1.3,0.9,23,MID,Bournemouth,0.9,10,0,7,54
Mark Travers,a,,,4.4,0,1.7,2.2,23,GK,Bournemouth,2.2,0,0,0,44
Illia Zabarnyi,a,,,4.4,5,3.3,3.8,23,DEF,Bournemouth,3.8,90,1,5,44
Kepa Arrizabalaga,a,100.0,100.0,4.5,7,2.0,2.5,23,GK,Bournemouth,2.5,90,1,7,45
Dean Huijsen,a,,,4.4,6,3.5,4.0,23,DEF,Bournemouth,4.0,90,1,6,44
Julián Araujo Zúñiga,i,0.0,0.0,4.3,0,0.0,0.0,23,DEF,Bournemouth,0.0,0,0,0,43
Francisco Evanilson de Lima Barbosa,i,0.0,0.0,5.6,0,0.0,0.0,23,FWD,Bournemouth,0.0,0,0,0,57
Ben Winterburn,a,,,4.5,0,-0.3,0.2,23,MID,Bournemouth,0.2,0,0,0,45
Archie Harris,a,,,4.0,0,-0.5,0.0,23,DEF,Bournemouth,0.0,0,0,0,40
Remy Rees-Dottin,a,,,4.5,0,-0.3,0.2,23,FWD,Bournemouth,0.2,0,0,0,45
Matai Akinmboni,a,,,4.0,0,-0.5,0.0,23,DEF,Bournemouth,0.0,0,0,0,40
Julio Soler,i,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Bournemouth,0.0,0,0,0,40
Daniel Adu-Adjei,a,,,4.5,0,-0.5,0.0,23,FWD,Bournemouth,0.0,0,0,0,45
Dominic Sadi,a,,,4.5,0,-0.5,0.0,23,MID,Bournemouth,0.0,0,0,0,45
Callan McKenna,a,,,4.0,0,-0.5,0.0,23,GK,Bournemouth,0.0,0,0,0,40
Zain Silcott-Duberry,a,,,4.5,1,0.0,0.5,23,MID,Bournemouth,0.5,1,0,1,45
Andoni Iraola,a,,,1.1,13,2.0,2.5,23,AM,Bournemouth,2.5,0,0,13,11
Mathias Jensen,a,100.0,100.0,5.3,1,1.8,1.8,23,MID,Brentford,1.6,36,0,1,53
Kim Ji-soo,a,,,3.9,0,0.0,0.0,23,DEF,Brentford,0.2,0,0,0,39
Yunus Emre Konak,a,,,4.4,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,44
Keane Lewis-Potter,a,,,5.0,1,4.0,4.0,23,MID,Brentford,3.6,90,1,1,50
Bryan Mbeumo,a,100.0,100.0,7.9,7,7.5,7.5,23,MID,Brentford,7.4,90,1,7,78
Ben Mee,a,100.0,100.0,4.2,1,0.2,0.2,23,DEF,Brentford,0.2,1,0,1,42
Christian Nørgaard,a,100.0,100.0,4.8,1,3.2,3.2,23,MID,Brentford,2.8,53,1,1,48
Frank Onyeka,u,0.0,0.0,4.9,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,49
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,45
Ethan Pinnock,a,100.0,0.0,4.4,0,0.0,0.0,23,DEF,Brentford,0.0,0,0,0,44
Mads Roerslev Rasmussen,u,0.0,100.0,4.3,2,0.0,3.0,23,DEF,Brentford,2.6,90,1,2,43
Archie Harris,a,,,4.0,0,-0.5,0.0,20,DEF,Bournemouth,0.0,0,0,0,40
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,23,FWD,Brentford,0.0,0,0,0,73
Hákon Valdimarsson,a,,,3.9,0,0.0,0.0,23,GK,Brentford,0.0,0,0,0,39
Yoane Wissa,a,100.0,100.0,6.3,2,5.2,5.2,23,FWD,Brentford,4.6,90,1,2,63
Yehor Yarmoliuk,a,,,4.4,1,1.2,1.2,23,MID,Brentford,1.4,6,0,1,44
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,23,DEF,Brentford,0.0,0,0,0,45
Fábio Freitas Gouveia Carvalho,a,100.0,100.0,4.6,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,46
Sepp van den Berg,a,100.0,100.0,4.1,2,3.5,3.5,23,DEF,Brentford,3.0,90,1,2,41
Ryan Trevitt,a,,,4.4,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,44
Gustavo Nunes Fernandes Gomes,i,0.0,0.0,4.9,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,49
Jayden Meghoma,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Brentford,0.0,0,0,0,40
Tony Yogane,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Brentford,0.0,0,0,0,45
Paris Maghoma,a,,,4.5,0,0.2,0.2,23,MID,Brentford,0.4,0,0,0,45
Thomas Frank,a,,,0.8,8,1.6,1.6,23,AM,Brentford,1.6,0,0,8,8
Jack Hinshelwood,a,100.0,75.0,4.9,1,-0.3,0.2,23,MID,Brighton,0.2,15,0,1,49
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,50
Igor Julio dos Santos de Paulo,i,0.0,0.0,4.3,0,0.0,0.0,23,DEF,Brighton,0.0,0,0,0,44
João Pedro Junqueira de Jesus,a,100.0,100.0,5.5,1,2.7,3.2,23,FWD,Brighton,3.2,90,1,1,56
Tariq Lamptey,a,100.0,100.0,4.4,2,0.3,0.8,23,DEF,Brighton,0.8,73,1,2,44
Solly March,i,0.0,100.0,6.5,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,65
Adrian Mazilu,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,45
James Milner,i,0.0,0.0,5.0,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,50
Yankuba Minteh,a,100.0,100.0,5.0,0,2.7,3.2,23,MID,Brighton,3.2,16,0,0,50
Mitoma Kaoru,a,100.0,100.0,6.3,2,5.7,6.2,23,MID,Brighton,6.2,90,1,2,63
Jakub Moder,u,0.0,0.0,4.4,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,44
Odeluga Offiah,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Brighton,0.0,0,0,0,40
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,20,DEF,Brentford,0.0,0,0,0,45
Remi Matthews,a,,,3.9,0,0.0,-0.5,20,GK,Crystal Palace,-0.5,0,0,0,39
Cameron Peupion,a,,,4.4,0,-0.5,0.0,23,MID,Brighton,0.0,0,0,0,44
Benjamin Arthur,a,,,4.0,0,0.0,0.0,23,DEF,Brentford,0.0,0,0,0,40
Jeremy Sarmiento Morante,u,0.0,0.0,4.9,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,49
Jason Steele,i,0.0,0.0,4.1,0,0.0,0.0,23,GK,Brighton,0.0,0,0,0,41
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,23,FWD,Brighton,0.0,0,0,0,55
Jan Paul van Hecke,a,100.0,100.0,4.5,2,2.7,3.2,23,DEF,Brighton,3.2,90,1,2,45
Joël Veltman,a,100.0,100.0,4.4,2,2.0,2.5,23,DEF,Brighton,2.5,83,1,2,44
Bart Verbruggen,a,100.0,100.0,4.5,1,2.5,3.0,23,GK,Brighton,3.0,90,1,1,45
Adam Webster,a,100.0,100.0,4.3,1,1.5,2.0,23,DEF,Brighton,2.0,1,0,1,43
Danny Welbeck,a,100.0,100.0,5.5,2,0.7,1.2,23,FWD,Brighton,1.2,90,1,2,55
Mats Wieffer,i,0.0,50.0,4.7,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,47
Brajan Gruda,a,100.0,75.0,5.4,1,0.0,0.4,23,MID,Brighton,0.4,45,1,1,54
Yasin Ayari,a,100.0,100.0,5.0,2,1.7,2.2,23,MID,Brighton,2.2,74,1,2,50
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,23,MID,Brighton,0.0,0,0,0,50
Carl Rushworth,u,0.0,0.0,4.0,0,0.0,0.0,23,GK,Brighton,0.0,0,0,0,40
Georginio Rutter,a,100.0,100.0,5.1,1,3.0,3.5,23,MID,Brighton,3.5,45,0,1,51
Imari Samuels,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Brighton,0.0,0,0,0,40
Killian Cahill,a,,,3.9,0,-0.5,0.0,23,GK,Brighton,0.0,0,0,0,39
Ruairi McConville,a,,,4.0,0,-0.5,0.0,23,DEF,Brighton,0.0,0,0,0,40
Jacob Slater,a,,,4.0,0,-0.5,0.0,23,DEF,Brighton,0.0,0,0,0,40
Diego Gómez,a,100.0,100.0,5.5,0,-0.2,0.3,23,MID,Brighton,0.3,0,0,0,55
Fabian Hürzeler,a,,,1.1,0,2.0,2.5,23,AM,Brighton,2.5,0,0,0,11
Marcus Bettinelli,a,,,3.9,0,0.5,0.0,23,GK,Chelsea,0.0,0,0,0,39
Moisés Caicedo Corozo,a,,,4.9,1,2.0,1.5,23,MID,Chelsea,1.5,90,1,1,49
Cesare Casadei,a,,,4.4,0,0.5,0.0,23,MID,Chelsea,0.0,0,0,0,44
Trevoh Chalobah,a,100.0,100.0,4.4,1,2.7,2.2,23,DEF,Chelsea,2.2,90,1,1,44
Issa Diop,a,,,4.4,1,2.5,2.5,20,DEF,Fulham,2.0,45,1,1,44
Ben Chilwell,a,,,4.6,0,0.5,0.0,23,DEF,Chelsea,0.0,0,0,0,46
Carney Chukwuemeka,a,100.0,100.0,4.7,0,0.5,0.0,23,MID,Chelsea,0.0,0,0,0,47
William Saliba,a,100.0,100.0,6.5,1,2.5,3.5,35,DEF,Arsenal,3.5,90,1,1,66
Levi Colwill,a,100.0,75.0,4.5,0,1.0,0.4,23,DEF,Chelsea,0.4,90,1,0,45
Marc Cucurella Saseta,a,100.0,100.0,5.1,1,3.7,3.2,23,DEF,Chelsea,3.2,90,1,1,52
David Datro Fofana,u,0.0,0.0,5.4,0,0.0,0.0,23,FWD,Chelsea,0.0,0,0,0,54
Deivid Washington de Souza Eugênio,a,,,4.9,0,0.5,0.0,23,FWD,Chelsea,0.0,0,0,0,49
Kiernan Dewsbury-Hall,a,100.0,100.0,5.5,0,2.0,1.5,23,MID,Chelsea,1.5,0,0,0,55
Axel Disasi,a,,,4.2,0,0.7,0.2,23,DEF,Chelsea,0.2,0,0,0,42
Enzo Fernández,a,100.0,75.0,4.8,2,1.7,0.9,23,MID,Chelsea,0.9,90,1,2,49
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,23,MID,Chelsea,0.0,0,0,0,59
Alfie Gilchrist,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Chelsea,0.0,0,0,0,40
Malo Gusto,a,100.0,100.0,4.9,1,1.5,1.0,23,DEF,Chelsea,1.0,17,0,1,49
Reece James,a,100.0,100.0,4.8,1,4.0,3.5,23,DEF,Chelsea,3.5,72,1,1,48
Roméo Lavia,i,0.0,0.0,4.5,0,0.0,0.0,23,MID,Chelsea,0.0,0,0,0,45
Romelu Lukaku Bolingoli,u,0.0,0.0,6.3,0,0.0,0.0,23,FWD,Chelsea,0.0,0,0,0,63
Malang Sarr,u,0.0,0.0,4.5,0,0.0,0.0,23,DEF,Chelsea,0.0,0,0,0,45
Christopher Nkunku,a,,,5.7,1,0.7,0.2,23,MID,Chelsea,0.2,29,0,1,58
Cole Palmer,a,100.0,100.0,11.3,2,6.5,6.0,23,MID,Chelsea,6.0,90,1,2,113
Đorđe Petrović,u,0.0,0.0,4.4,0,0.0,0.0,23,GK,Chelsea,0.0,0,0,0,44
Renato Palma Veiga,u,0.0,,4.4,0,0.0,0.0,23,MID,Chelsea,0.0,0,0,0,44
Robert Sánchez,a,,,4.7,2,2.5,2.0,23,GK,Chelsea,2.0,90,1,2,48
Tosin Adarabioyo,a,,,4.2,0,2.5,2.0,23,DEF,Chelsea,2.0,0,0,0,42
Wesley Fofana,i,0.0,0.0,4.4,0,0.0,0.0,23,DEF,Chelsea,0.0,0,0,0,44
Jadon Sancho,a,100.0,100.0,6.2,2,3.3,2.8,23,MID,Chelsea,2.8,72,1,2,62
Pedro Lomba Neto,a,100.0,100.0,6.2,1,2.0,1.5,23,MID,Chelsea,1.5,17,0,1,62
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Chelsea,0.0,0,0,0,40
Filip Jørgensen,a,100.0,100.0,4.2,0,0.5,0.0,23,GK,Chelsea,0.0,0,0,0,42
João Félix Sequeira,a,,,5.9,0,1.7,1.2,23,MID,Chelsea,1.2,0,0,0,60
Samuel Rak-Sakyi,a,,,4.5,0,0.5,0.0,23,MID,Chelsea,0.0,0,0,0,45
Tyrique George,a,,,4.5,0,0.5,0.0,23,MID,Chelsea,0.0,0,0,0,45
Josh Acheampong,a,,,4.0,0,1.3,0.8,23,DEF,Chelsea,0.8,0,0,0,40
Cheick Doucouré,i,0.0,0.0,4.9,0,0.0,0.0,23,MID,Crystal Palace,0.0,0,0,0,49
Chris Richards,a,100.0,100.0,4.4,1,3.8,3.8,23,DEF,Crystal Palace,3.8,83,1,1,44
Chadi Riad Dnanou,i,0.0,0.0,4.3,0,0.0,0.0,23,DEF,Crystal Palace,0.0,0,0,0,43
Ismaïla Sarr,a,100.0,100.0,5.7,2,3.2,3.2,23,MID,Crystal Palace,3.2,71,1,2,58
Franco Umeh-Chibueze,a,100.0,100.0,4.4,0,0.0,0.0,23,MID,Crystal Palace,0.0,0,0,0,44
Justin Devenny,a,,,4.5,0,0.5,0.5,23,MID,Crystal Palace,0.5,0,0,0,45
Maxence Lacroix,a,,,4.5,0,4.2,4.2,23,DEF,Crystal Palace,4.2,90,1,0,45
Idrissa Gueye,a,100.0,100.0,4.8,3,7.4,4.2,23,MID,Everton,4.2,90,1,3,48
James Garner,a,100.0,75.0,4.9,1,-0.6,0.2,23,MID,Everton,0.2,12,0,1,49
Jack Harrison,a,100.0,100.0,5.2,0,-0.6,0.2,23,MID,Everton,0.2,0,0,0,52
Mason Holgate,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Everton,0.0,0,0,0,40
Tim Iroegbunam,d,75.0,25.0,4.3,0,-0.8,0.0,23,MID,Everton,0.0,0,0,0,43
Michael Keane,a,100.0,100.0,3.9,0,-0.6,0.2,23,DEF,Everton,0.2,0,0,0,39
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,23,FWD,Everton,0.0,0,0,0,49
Dwight McNeil,i,0.0,0.0,5.1,0,0.0,0.0,23,MID,Everton,0.0,0,0,0,51
Vitalii Mykolenko,a,100.0,100.0,4.4,6,4.6,2.8,23,DEF,Everton,2.8,90,1,6,43
Iliman Ndiaye,a,100.0,100.0,5.5,8,8.6,4.8,23,FWD,Everton,4.8,77,1,8,54
Nathan Patterson,a,100.0,100.0,4.4,1,0.6,0.8,23,DEF,Everton,0.8,28,0,1,44
Jordan Pickford,a,,,5.1,5,5.0,3.0,23,GK,Everton,3.0,90,1,5,50
James Tarkowski,a,100.0,100.0,4.8,7,5.0,3.0,23,DEF,Everton,3.0,90,1,7,48
Youssef Ramalho Chermiti,i,0.0,0.0,4.9,0,0.0,0.0,23,FWD,Everton,0.0,0,0,0,49
Ashley Young,a,100.0,100.0,4.6,1,1.4,1.2,23,DEF,Everton,1.2,12,0,1,46
Jesper Lindstrøm,a,,,5.0,2,2.6,1.8,23,MID,Everton,1.8,61,1,2,50
Jake O'Brien,a,,,4.5,5,3.0,2.0,23,DEF,Everton,2.0,90,1,5,45
David Moyes,a,,,0.5,19,1.0,1.0,23,AM,Everton,1.0,0,0,19,5
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,23,MID,Fulham,0.0,0,0,0,50
Emile Smith Rowe,a,100.0,100.0,5.2,2,3.5,4.0,23,MID,Fulham,4.0,81,1,2,52
Joachim Andersen,a,100.0,100.0,4.2,2,2.0,2.5,23,DEF,Fulham,2.5,90,1,2,42
Adama Traoré,a,,,4.7,1,1.7,2.2,23,MID,Fulham,2.2,37,0,1,47
Andreas Hoelgebaum Pereira,a,100.0,100.0,5.0,1,0.3,0.8,23,MID,Fulham,0.8,8,0,1,50
Calvin Bassey,a,100.0,100.0,4.5,2,2.0,2.5,23,DEF,Fulham,2.5,90,1,2,45
Steven Benda,a,,,3.9,0,-0.5,0.0,23,GK,Fulham,0.0,0,0,0,40
Tom Cairney,a,100.0,100.0,4.8,1,0.7,1.2,23,MID,Fulham,1.2,8,0,1,48
Timothy Castagne,a,100.0,100.0,4.2,2,1.7,2.2,23,DEF,Fulham,2.2,90,1,2,42
Issa Diop,a,,,4.4,0,0.0,0.5,23,DEF,Fulham,0.5,0,0,0,44
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Fulham,0.0,0,0,0,45
Alex Iwobi,a,,,5.8,2,4.5,5.0,23,MID,Fulham,5.0,90,1,2,59
Bernd Leno,a,,,5.0,2,2.3,2.8,23,GK,Fulham,2.8,90,1,2,50
Saša Lukić,a,100.0,100.0,4.8,2,2.0,2.5,23,MID,Fulham,2.5,82,1,2,48
Rodrigo Muniz Carvalho,a,100.0,100.0,5.5,1,0.5,1.0,23,FWD,Fulham,1.0,26,0,1,55
Raúl Jiménez,a,,,5.6,2,4.0,4.5,23,FWD,Fulham,4.5,63,1,2,57
Tim Ream,u,0.0,0.0,4.5,0,0.0,0.0,23,DEF,Fulham,0.0,0,0,0,45
Julio Enciso,a,100.0,100.0,5.4,3,1.5,0.0,23,MID,Ipswich,0.0,11,0,3,54
Ali Al-Hamadi,u,0.0,100.0,4.7,0,0.0,-0.8,23,FWD,Ipswich,-0.8,0,0,0,47
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Ipswich,0.0,0,0,0,40
Nathan Broadhead,a,100.0,100.0,4.9,1,1.5,0.0,23,MID,Ipswich,0.0,11,0,1,49
Odsonne Edouard,a,100.0,100.0,5.1,0,0.0,0.0,23,FWD,Leicester,0.0,0,0,0,51
Kasey McAteer,a,100.0,100.0,4.7,0,0.2,0.2,23,MID,Leicester,0.2,0,0,0,47
Wilfred Ndidi,i,0.0,0.0,4.9,0,0.0,0.0,23,MID,Leicester,0.0,0,0,0,49
Caleb Okoli,a,100.0,100.0,4.0,0,0.2,0.2,23,DEF,Leicester,0.2,0,0,0,40
Ricardo Barbosa Pereira,i,0.0,0.0,4.1,0,0.0,0.0,23,DEF,Leicester,0.0,0,0,0,41
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Leicester,0.0,0,0,0,40
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,20,FWD,Man City,0.0,0,0,0,70
Jakub Stolarczyk,a,100.0,100.0,4.0,2,1.5,1.5,23,GK,Leicester,1.5,90,1,2,40
Luke Thomas,a,,,3.9,0,0.2,0.2,23,DEF,Leicester,0.2,0,0,0,39
Jamie Vardy,a,100.0,100.0,5.4,9,4.5,4.5,23,FWD,Leicester,4.5,76,1,9,55
Jannik Vestergaard,a,100.0,100.0,3.9,2,1.2,1.2,23,DEF,Leicester,1.2,90,1,2,39
Danny Ward,a,,,3.9,0,0.0,0.0,23,GK,Leicester,0.0,0,0,0,39
Harry Winks,a,100.0,100.0,4.4,1,1.8,1.8,23,MID,Leicester,1.8,90,1,1,44
Oliver Skipp,a,,,4.7,1,0.8,0.8,23,MID,Leicester,0.8,4,0,1,47
Abdul Fatawu,i,0.0,0.0,5.2,0,0.0,0.0,23,MID,Leicester,0.0,0,0,0,52
Will Alves,a,,,4.4,0,0.0,0.0,23,MID,Leicester,0.0,0,0,0,44
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Leicester,0.0,0,0,0,40
Bilal El Khannouss,a,,,4.8,9,3.8,3.8,23,MID,Leicester,3.8,76,1,9,48
Henry Cartwright,a,,,4.5,0,0.0,0.0,23,MID,Leicester,0.0,0,0,0,45
Thomas Wilson-Brown,a,,,4.0,0,0.0,0.0,23,DEF,Leicester,0.0,0,0,0,40
Woyo Coulibaly,a,,,4.0,1,0.5,0.5,23,DEF,Leicester,0.5,1,0,1,40
Ruud van Nistelrooij,a,,,0.5,8,1.0,1.0,23,AM,Leicester,1.0,0,0,8,5
Alisson Ramses Becker,a,100.0,100.0,5.5,2,8.5,4.5,23,GK,Liverpool,4.5,90,1,2,55
Trent Alexander-Arnold,a,100.0,100.0,7.4,5,10.5,5.5,23,DEF,Liverpool,5.5,90,1,5,73
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Liverpool,0.0,0,0,0,45
Conor Bradley,a,100.0,100.0,4.7,0,1.9,1.2,23,DEF,Liverpool,1.2,0,0,0,47
Bobby Clark,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Liverpool,0.0,0,0,0,45
Darwin Núñez Ribeiro,d,75.0,100.0,7.0,1,5.6,4.0,23,FWD,Liverpool,4.0,22,0,1,70
Diogo Teixeira da Silva,d,75.0,0.0,7.2,0,4.1,0.0,23,MID,Liverpool,0.0,0,0,0,72
Harvey Elliott,a,100.0,100.0,5.2,1,4.5,2.5,23,MID,Liverpool,2.5,22,0,1,52
Endo Wataru,a,,,4.6,1,1.9,1.2,23,MID,Liverpool,1.2,22,0,1,46
Cody Gakpo,a,,,7.6,16,14.5,7.5,23,FWD,Liverpool,7.5,67,1,16,75
Joe Gomez,d,75.0,0.0,4.7,0,1.1,0.0,23,DEF,Liverpool,0.0,0,0,0,47
Ryan Gravenberch,a,,,5.0,3,6.5,3.5,23,MID,Liverpool,3.5,67,1,3,50
Henry Cartwright,a,,,4.5,0,0.0,0.0,22,MID,Leicester,0.0,0,0,0,45
João Neves Virgínia,a,,,3.9,0,-1.0,0.0,23,GK,Everton,0.0,0,0,0,39
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Fulham,0.0,0,0,0,40
Curtis Jones,d,25.0,0.0,5.3,0,0.9,0.0,23,MID,Liverpool,0.0,0,0,0,53
Caoimhin Kelleher,a,,,4.0,0,1.5,1.0,23,GK,Liverpool,1.0,0,0,0,41
Ibrahima Konaté,a,100.0,100.0,5.2,5,8.5,4.5,23,DEF,Liverpool,4.5,90,1,5,52
Luis Díaz,a,100.0,100.0,7.5,3,5.5,3.0,23,MID,Liverpool,3.0,85,1,3,75
Mohamed Salah,a,,,13.7,8,11.5,6.0,23,MID,Liverpool,6.0,90,1,8,137
Alexis Mac Allister,a,100.0,100.0,6.2,3,10.5,5.5,23,MID,Liverpool,5.5,79,1,3,62
James McConnell,a,100.0,100.0,4.4,0,1.5,1.0,23,MID,Liverpool,1.0,0,0,0,44
Tyler Morton,a,100.0,100.0,4.4,0,1.5,1.0,23,MID,Liverpool,1.0,0,0,0,44
Jarell Quansah,a,100.0,100.0,3.9,0,1.5,1.0,23,DEF,Liverpool,1.0,0,0,0,39
Andrew Robertson,a,,,5.9,2,4.5,2.5,23,DEF,Liverpool,2.5,90,1,2,59
Dominik Szoboszlai,a,100.0,100.0,6.3,13,9.9,5.2,23,MID,Liverpool,5.2,67,1,13,63
Konstantinos Tsimikas,a,100.0,100.0,4.6,0,5.9,3.2,23,DEF,Liverpool,3.2,0,0,0,46
Virgil van Dijk,a,,,6.4,2,7.1,3.8,23,DEF,Liverpool,3.8,90,1,2,64
Federico Chiesa,a,100.0,100.0,6.8,1,2.5,1.5,23,MID,Liverpool,1.5,4,0,1,68
Vítezslav Jaros,a,,,4.0,0,1.5,1.0,23,GK,Liverpool,1.0,0,0,0,40
Harvey Davies,a,,,4.0,0,1.5,1.0,23,GK,Liverpool,1.0,0,0,0,40
Treymaurice Nyoni,a,,,4.5,0,1.5,1.0,23,MID,Liverpool,1.0,0,0,0,45
Amara Nallo,a,,,4.0,0,1.5,1.0,23,DEF,Liverpool,1.0,0,0,0,40
Jayden Danns,a,,,4.5,1,1.9,1.2,23,FWD,Liverpool,1.2,10,0,1,45
Arne Slot,a,,,1.5,10,9.5,5.0,23,AM,Liverpool,5.0,0,0,10,15
Manuel Akanji,a,100.0,100.0,5.3,2,2.8,2.8,23,DEF,Man City,2.8,90,1,2,53
Nathan Aké,i,0.0,0.0,5.3,0,0.0,0.0,23,DEF,Man City,0.0,0,0,0,53
Bobby Clark,u,0.0,0.0,4.5,0,0.0,0.0,20,MID,Liverpool,0.0,0,0,0,45
Thomas Partey,a,100.0,100.0,4.9,2,3.5,4.5,35,MID,Arsenal,4.5,90,1,2,49
Kieran Tierney,a,100.0,100.0,4.3,0,2.0,3.0,35,DEF,Arsenal,3.0,0,0,0,43
Wanya Marçal-Madivádua,u,0.0,0.0,4.5,0,0.0,0.0,22,MID,Leicester,0.0,0,0,0,45
Bernardo Veiga de Carvalho e Silva,a,,,6.2,1,1.2,1.2,23,MID,Man City,1.2,90,1,1,62
Oscar Bobb,d,75.0,25.0,4.7,0,0.0,0.0,23,MID,Man City,0.0,0,0,0,47
Kevin De Bruyne,a,100.0,100.0,9.4,1,6.2,6.2,23,MID,Man City,6.2,16,0,1,94
Jérémy Doku,i,0.0,0.0,6.2,0,0.0,0.0,23,MID,Man City,0.0,0,0,0,62
Ederson Santana de Moraes,a,100.0,100.0,5.3,8,3.8,3.8,23,GK,Man City,3.8,90,1,8,53
Phil Foden,a,100.0,100.0,9.3,7,12.2,12.2,23,MID,Man City,12.2,90,1,7,93
Jack Grealish,a,100.0,100.0,6.4,0,0.5,0.5,23,MID,Man City,0.5,0,0,0,64
Joško Gvardiol,a,100.0,100.0,5.9,8,4.2,4.2,23,DEF,Man City,4.2,90,1,8,59
Erling Haaland,a,100.0,100.0,14.7,12,8.2,8.2,23,FWD,Man City,8.2,90,1,12,147
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,23,FWD,Man City,0.0,0,0,0,70
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,23,DEF,Man City,0.0,0,0,0,53
Mateo Kovačić,a,100.0,100.0,5.4,1,4.8,4.8,23,MID,Man City,4.8,90,1,1,54
Rico Lewis,a,100.0,100.0,4.4,0,0.8,0.8,23,DEF,Man City,0.8,0,0,0,45
Matheus Luiz Nunes,a,100.0,100.0,4.9,5,2.2,2.2,23,MID,Man City,2.2,90,1,5,49
James McAtee,a,,,4.6,0,2.0,2.0,23,MID,Man City,2.0,0,0,0,46
Stefan Ortega Moreno,a,,,5.2,0,1.2,1.2,23,GK,Man City,1.2,0,0,0,52
Rodrigo 'Rodri' Hernandez,i,0.0,0.0,6.2,0,0.0,0.0,23,MID,Man City,0.0,0,0,0,62
